2.997275204359672873e-02,7.599583334445665639e-03,3.177897656475187294e+00,7.238010615222792432e-02,1.112961591357961161e-01,1.486477145113891674e-01,0.000000000000000000e+00,4.537205081669691553e-02,-2.557790656908037263e+01,2.189131708125196418e+00,2.480458877555681840e-01,2.084324306302727803e-01,-6.659185512897727310e-01,2.651479830958581863e-01,2.533510343680197563e-01,-1.862166453942114275e-01,-4.242033948935624577e-01,-4.096271405508011276e-01,3.389236472048171023e-02,-1.689376557099837584e-01,-3.148216365109344217e-01,3.064307651487188297e-02,1.775935858802124600e-04,7.464769944266512469e-02,1.998714504815835014e-02,3.829150342400697987e-02,1.803003409387600496e-03,4.419463306013610149e-02,4.878199603914337647e-04,2.289639076225906660e-03,7.595753045562256885e-04,9.997458806984150376e-03,1.292211636598209834e-03,2.280064948635682209e-02
3.178928247048137812e-02,7.466379474487690009e-03,3.152550749221099569e+00,7.016726164596839843e-02,1.083826379025637637e-01,1.264151692364506863e-01,4.549238878018693928e-03,5.263157894736841813e-02,-2.516142825401326633e+01,2.260492865374583715e+00,-7.687666532440846912e-02,2.069852460731690380e-01,-7.838892754679928077e-01,-7.950940884589205448e-02,1.872662982961889599e-01,-1.908542458155461641e-01,-2.694514077334451280e-02,-2.305055686538826087e-01,-4.302674542337090458e-01,-3.917728230610898477e-01,-2.451757930679596686e-01,4.190751125074840266e-02,3.079000143479310495e-04,3.140843450790210128e-02,2.789838508748994361e-02,2.557864787612241717e-02,4.285874676580933920e-03,4.524811246978969331e-02,2.807075630072631243e-03,1.202258017616751259e-03,2.457172562691184968e-03,1.972168989561807334e-02,6.009391858142342120e-03,1.593565901131725748e-02
2.997275204359672873e-02,7.829241608292123941e-03,3.022907243799264343e+00,6.619559866836681461e-02,1.034740495425309770e-01,1.647328870434544013e-01,5.074135648552023301e-03,4.537205081669691553e-02,-2.503429854705160551e+01,2.300161332120005842e+00,-2.197700951823366722e-01,7.409012341089847575e-02,-3.151976512229725524e-01,-1.594876673784058896e-01,-2.182181875315273856e-01,-1.015448005123420760e-01,-3.348537621159279609e-02,-3.008522095231588311e-01,-8.324899307419189598e-02,-2.750732503475077917e-01,2.362501282415131743e-02,1.964102054152172885e-02,5.628117508625497378e-04,4.827390038024622493e-02,2.489255773005213251e-02,1.344848724669958813e-02,4.232000222484686575e-03,7.748927827740811902e-02,1.312066046616330557e-03,1.678363988701066321e-03,4.403088377184703056e-03,2.730782385638022211e-02,6.935076732063737842e-03,2.225251399696635476e-02
2.815622161671207935e-02,7.256581454186947396e-03,3.029027996864694483e+00,1.060257201994999343e-01,1.786164378344351766e-01,1.752983154248147490e-01,4.595448047940710670e-03,5.263157894736841813e-02,-2.508470473084452479e+01,2.177503822352281126e+00,-3.312821939276908156e-01,1.533132878362821194e-01,-4.692009766778060254e-01,-3.992259825639866977e-02,3.466585317396106425e-02,-2.885570462579467588e-01,-1.417018875338516837e-01,-9.346089313900859952e-02,-2.044481460591910382e-01,-2.954699883367321589e-01,-1.744977868070224925e-01,1.225287907001250919e-02,4.788411183227912131e-04,6.138228051326860557e-02,2.297613532529643732e-02,3.095588486974048051e-02,3.414367432625861534e-03,4.780275188542050524e-02,7.603822689105310889e-04,2.314825780285442985e-03,1.830601195374676263e-02,9.262509416853940622e-03,8.475533811374920748e-03,1.876502332967908138e-02
2.906448683015440404e-02,7.163919009372056446e-03,3.169757562657402161e+00,7.056463913944782673e-02,1.177079052226411016e-01,1.361525480453936732e-01,3.062064329148111736e-03,3.629764065335753381e-02,-2.558915665666235739e+01,2.415700738146258963e+00,8.205082629798216010e-03,4.025481527981272234e-01,-3.991651745184935374e-01,2.558958546796251121e-01,1.429008901393330477e-03,-2.391036106354241242e-01,-1.311237679738438411e-01,-4.039258339948609833e-01,-3.949707520841188035e-01,-2.167833024537720588e-01,9.547328620731809767e-02,8.513217409477084191e-03,1.940376931542997854e-04,8.482574455319709383e-02,1.735179595645006123e-02,2.416200241127566470e-02,1.668579392352675418e-03,6.954544540088594684e-02,7.575853981083584179e-04,9.558200893193162864e-04,1.221190763607233817e-02,5.533583744442151925e-03,6.312755672127955478e-03,2.696704824245143087e-02
3.360581289736602750e-02,4.686665662642396264e-03,3.126431207208356877e+00,1.188799968583005157e-01,1.913446106926328660e-01,2.150233060396372908e-01,7.101208687546931193e-03,5.444646098003629725e-02,-2.549677914006620938e+01,2.191798521474985773e+00,-2.481982929462656084e-01,1.175906784432504265e-01,-2.572102222665861859e-01,2.535727674562989753e-01,-1.385103893243683389e-03,1.924581998335777033e-01,-1.109983861847863851e-01,-2.487762563981799624e-01,-3.563116801769239395e-02,-2.352847490771877992e-01,-4.498044216544019869e-02,6.448740980116774747e-03,6.678559211547733035e-04,4.060495250755267321e-02,3.890721980693677418e-02,8.986230788477524156e-03,1.014426794971867198e-02,6.153810965677616179e-02,1.188571309749191467e-04,1.664383315282347720e-03,2.309819794539280571e-03,3.018129495257557485e-02,1.280210857920195504e-02,1.921026012486038229e-02
2.815622161671207935e-02,7.006129850143397349e-03,3.107796639859956134e+00,9.862575931578976274e-02,1.709771605192066113e-01,1.281654378032783259e-01,4.223654350431259828e-03,3.629764065335753381e-02,-2.555033739606171039e+01,2.209587926404546820e+00,-6.069390793715108146e-01,3.404604685175929846e-02,3.105271934186137894e-03,4.938943431711039223e-01,-2.256860984632913514e-02,-2.702696657038108352e-01,-1.724314955147401296e-01,-2.447045908548922399e-01,-3.774583218292525411e-01,-1.864665610110421423e-01,1.467560296670991637e-01,3.529378304079754548e-03,3.469899156928529988e-04,4.478392218925401208e-02,2.712819935382893705e-02,8.501713165113463852e-03,2.082290720973958148e-03,1.008985281565958902e-01,7.112944151342956564e-04,2.864697167701646223e-03,6.817465623027325894e-03,1.783879480980324339e-02,1.569677248385516893e-02,2.765349625542878192e-02
3.088101725703905689e-02,9.054318455824977158e-03,3.193356986701450406e+00,5.936801786121470581e-02,8.011451636016293787e-02,1.127466787779190793e-01,9.600333483460874590e-03,4.355716878402903641e-02,-2.476264020594084414e+01,2.280827833945774152e+00,-6.483997223315619562e-01,4.426249139706846247e-02,-5.701389452494050325e-02,3.589126961343850480e-02,-3.325324175135965232e-01,-2.044972482338329456e-01,3.064151412214629056e-01,1.991037259294548001e-01,-2.784972878366216431e-01,-5.403501028780350879e-01,-7.133788892682086519e-03,2.114135934147302887e-02,1.448002326245504453e-03,2.474986988529917151e-02,1.407524002506699984e-02,6.790491409688872299e-03,8.183831923694546984e-03,3.565286516340904210e-02,4.506056788858149413e-04,3.000824964849483755e-03,1.400239811579582008e-02,3.720968189756632127e-02,5.518170351825751191e-02,1.626851628368253602e-02
3.269754768392370281e-02,1.002321105591147746e-02,3.166985722544469528e+00,7.313713784093378578e-02,1.289974449213517893e-01,1.105656863104506477e-01,9.618465567256343982e-03,3.629764065335753381e-02,-2.513042782190931490e+01,2.302107989042062375e+00,-5.273096474797507316e-01,2.830337434506393496e-02,-1.024961981129388355e-01,-2.179435260930296103e-01,-9.544047297132043362e-01,-1.929740518752968981e-01,3.739113966043025039e-01,1.515961086996313323e-01,-2.153227172049321514e-01,-1.947683917469913428e-01,3.656275484788267666e-02,1.334316864679019506e-02,2.618944856681040129e-03,5.351112733829329476e-02,1.190838558683033309e-02,6.442163254845311403e-03,1.503734034933311729e-04,3.412959060103197551e-02,2.838951961681196088e-04,7.867524558142615981e-04,1.659934580016095285e-02,6.739718774271508117e-02,1.442340425412231772e-02,2.107753850567927953e-02
2.452316076294278058e-02,1.344610030056092934e-02,3.060769087755480289e+00,8.385440104334272726e-02,1.501731011022721662e-01,8.116126162235896835e-02,6.127057312334178475e-03,3.629764065335753381e-02,-2.506871206300984412e+01,2.302947193828613237e+00,-2.708094017194135339e-01,4.556874764740885264e-01,-5.125565360513503199e-01,-4.436141311408070553e-01,-3.966691520104833057e-01,-3.652381282828118803e-01,2.051487063724259929e-01,3.915933726953169658e-01,2.837363600098842531e-02,2.892930181065410389e-02,2.934770428853523683e-01,9.912415909137911596e-03,1.233717269269149572e-03,4.501609552101978884e-02,3.046724090447537701e-03,1.066472904100570183e-02,4.001439164082591670e-04,1.949897232251521575e-02,1.331009231313973152e-03,7.376515718039020541e-04,2.545883151147651166e-02,9.157804897783693165e-02,4.119474146463978671e-03,2.566274938606133427e-02
